Event,Name,Gender,Occupation,Keyword,Text
"{'text': 'protests', 'lemma': 'protest', 'start_token': 20, 'end_token': 20}",Hart D. Fisher,M,writers,protest,"In 1992, upon the release of the comic Jeffrey Dahmer: An Unauthorized Biography of a Serial Killer, protests occurred in Milwaukee, where Dahmer lived,[2] and in Fisher's home town of Champaign, Illinois.[3] In August 1994, a suit filed by Dahmer's family against Boneyard Press and Fisher for the unauthorized release of the book was dismissed by a"
"{'text': 'protests', 'lemma': 'protest', 'start_token': 7, 'end_token': 7}",Byron York,M,writers,protest,"In 2020, during the George Floyd protests against racism and police brutality, York criticized a statement by former President George W. Bush which said it was ""time for America to examine our tragic failures."" York said it was ""remarkable"" that Bush ""almost completely ignored riots, violence.""[14]
"
"{'text': 'shooting', 'lemma': 'shoot', 'start_token': 17, 'end_token': 17}",Joan Walsh,F,writers,shoot,"On April 1, 2018, Kyle Kashuv, a witness of the Stoneman Douglas High School shooting, tweeted that Walsh ""liked"" a tweet criticizing him. She replied, ""Are you really policing who 'likes' tweets from a grieving Parkland father who lost his daughter? Good luck handling your stress, Kyle."" Callum Borchers of The Washington Post found his argument il"
"{'text': 'shot', 'lemma': 'shoot', 'start_token': 1, 'end_token': 1}",Lowell Thomas,M,writers,shoot,"Thomas shot dramatic footage of Lawrence, then returned to America and began giving public lectures in 1919 on the war in Palestine, ""supported by moving pictures of veiled women, Arabs in their picturesque robes, camels and dashing Bedouin cavalry"". His lectures were very popular and audiences were large, and he ""took the nation by storm"" in the w"
"{'text': 'shot', 'lemma': 'shoot', 'start_token': 30, 'end_token': 30}",Jay Jennings,M,writers,shoot,"In 2005, Jennings directed The Weird Museum, a documentary about a circus-like freak show which was located in Hollywood for many years. The documentary was shot just weeks before the museum closed in 1995 and is believed to be the only existing footage of the exhibits.[8] The film screened at the TromaDance Film Festival.[9]
"
"{'text': 'hosted', 'lemma': 'host', 'start_token': 4, 'end_token': 4}",Callista Gingrich,F,writers,host,"Together, they have hosted nine documentaries, including The First American, Divine Mercy: The Canonization of John Paul II, A City Upon A Hill, America at Risk, Nine Days that Changed the World, Ronald Reagan: Rendezvous with Destiny, Rediscovering God in America, Rediscovering God in America II: Our Heritage, and We Have the Power.[18] The films "
"{'text': 'hosted', 'lemma': 'host', 'start_token': 48, 'end_token': 48}",Phyllis Diller,F,writers,host,"Diller also starred in the short-lived TV series The Pruitts of Southampton (1966–1967); later retitled The Phyllis Diller Show, a half-hour sitcom on ABC. She received a Golden Globe nomination in 1967 for her role in Pruitts.[28] Diller hosted a variety show in 1968 titled The Beautiful Phyllis Diller Show.[29]
"
"{'text': 'hosted', 'lemma': 'host', 'start_token': 41, 'end_token': 41}",Emil Chynn,M,writers,host,"He served as an expert in ophthalmology, cornea, and visual science for Coleman Research Group and Gerson Lehrman Group, which are ""expert networks"" and as an equities analyst for various Wall Street firms.  He hosted his own cable TV show about refractive surgery on Manhattan Neighborhood Network, as well as a live call-in AM radio show on WEVD in"
"{'text': 'hosted', 'lemma': 'host', 'start_token': 2, 'end_token': 2}",Mykel Hawke,M,writers,host,"Hawke also hosted the Discovery Channel show, One Man Army, in which personnel from backgrounds such as 
special operations, military, law enforcement, and extreme sports, competed in three areas of speed, strength, and intelligence to win prize money.[12][13]
"
"{'text': 'killing', 'lemma': 'kill', 'start_token': 56, 'end_token': 56}",Mary Boyle O'Reilly,F,writers,kill,"O'Reilly joined The Newspaper Enterprise Association in 1913, as a foreign correspondent; she worked from the association's London office, but traveled to both Russia and Mexico to report stories in 1913.[8][9][10] In 1914 she conducted the first interview with Joseph Caillaux, the French politician, after his wife confessed to killing journalist G"
"{'text': 'killing', 'lemma': 'kill', 'start_token': 56, 'end_token': 56}",Mary Boyle O'Reilly,F,writers,kill,"O'Reilly joined The Newspaper Enterprise Association in 1913, as a foreign correspondent; she worked from the association's London office, but traveled to both Russia and Mexico to report stories in 1913.[8][9][10] In 1914 she conducted the first interview with Joseph Caillaux, the French politician, after his wife confessed to killing journalist G"
"{'text': 'killed', 'lemma': 'kill', 'start_token': 56, 'end_token': 56}",Eric Kripke,M,writers,kill,"Prior to his success with Supernatural, Kripke co-wrote the screenplay for the film Boogeyman, which was released in early 2005. The film focuses on Tim, played by Barry Watson, who is suffering the loss of his mother; he goes home to confront the supernatural creature who he believes killed his father and is also the reason for his mother's demise"
"{'text': 'killed', 'lemma': 'kill', 'start_token': 48, 'end_token': 48}",Nathaniel Lande,M,writers,kill,"Another innovation was adapting a motion stabilizing system to motion picture cameras, a technology used for gunnery sights on helicopters during the war in Vietnam, he found on assignment while making a documentary for Life magazine on helicopter warfare with photographer Larry Burrows, who was killed shortly after in Cambodia.   The lens won an A"
"{'text': 'closed', 'lemma': 'close', 'start_token': 32, 'end_token': 32}",Melissa Gorga,F,writers,close,"In May 2017, the Gorgas opened a restaurant in East Hanover, New Jersey with Teresa Giudice named Gorga's Homemade Pasta and Pizza.[25][26] In January 2018, the restaurant closed in search of larger space and new management.[27][28]
"
"{'text': 'closed', 'lemma': 'close', 'start_token': 32, 'end_token': 32}",Melissa Gorga,F,writers,close,"In May 2017, the Gorgas opened a restaurant in East Hanover, New Jersey with Teresa Giudice named Gorga's Homemade Pasta and Pizza.[25][26] In January 2018, the restaurant closed in search of larger space and new management.[27][28]
"
"{'text': 'purchased', 'lemma': 'purchase', 'start_token': 3, 'end_token': 3}",Sarah Jane Woodson Early,F,writers,purchase,"The AME Church purchased the college and reopened it in 1863; this was the first African-American owned and operated college.[13] She also served as Lady Principal and Matron.[3]She was later re-hired by the university in 1866 following a nearly one year closure because of the civil war.[14]
"
"{'text': 'purchased', 'lemma': 'purchase', 'start_token': 38, 'end_token': 38}",Helen Thorington,F,writers,purchase,"In 1979, independent public radio producer Larry Josephson invited Thorington to the Airlie Seminar on the Art of Radio[18] in Quantico, VA, where she premiered Dream Sequence. National Public Radio (US) purchased it, and it was among the first radio art works broadcast nationally (1977). Thorington was also commissioned by RAI (Italian radio), RNE"
"{'text': 'purchased', 'lemma': 'purchase', 'start_token': 57, 'end_token': 57}",George Bass (archaeologist),M,writers,purchase,"In 1966, Froelich Rainey, director of the University of Pennsylvania Museum of Archaeology and Anthropology, authorized Bass to write a report on the Penn Museum's controversial accession of a set of gold objects believed to have come from the site of Troy, in what is now Turkey.  The museum had purchased the gold from a private antiquities dealer."
"{'text': 'purchased', 'lemma': 'purchase', 'start_token': 15, 'end_token': 15}",Aaron Guzikowski,M,writers,purchase,"Guzikowski initially co-wrote Seventh Son for Warner Bros. But after the film was purchased by Universal, he went uncredited for his work.
"
"{'text': 'landed', 'lemma': 'land', 'start_token': 55, 'end_token': 55}",Kristina Anapau,F,writers,land,"As a student of 16, while majoring in Art History and Dance, and with no plans of being an actress,[4] Anapau was discovered by a talent agent and encouraged to audition for the 1997 film Escape from Atlantis (1997), which filmed in Anapau's native Hawaii.  She landed the role of Katriana in the production and at the request of the film’s director,"
"{'text': 'landed', 'lemma': 'land', 'start_token': 16, 'end_token': 16}",Kristina Anapau,F,writers,land,"At age 20, Anapau joined the girl group ""3G's"" and they landed a recording contract with Hollywood Records and they spent the better part of a year recording an album and opening for Destiny's Child[5] on MTV's TRL Tour.
"
"{'text': 'land', 'lemma': 'land', 'start_token': 40, 'end_token': 40}",Kristina Anapau,F,writers,land,"Anapau then completed several independent films including The Speak and the paranormal thriller 5 Souls, which she also co-produced.  She appeared on an episode of the AMC series The Glades and then went on to land the role of faerie, Maurella, in HBO’s hit series, True Blood, appearing in five episodes over the fourth and fifth seasons.
"
"{'text': 'landed', 'lemma': 'land', 'start_token': 33, 'end_token': 33}",Amy Hennig,F,writers,land,"Two years after being hired at Electronic Arts, Hennig worked as an artist on Michael Jordan: Chaos in the Windy City.[4] However, when the lead designer quit, Hennig landed the job.[1] In the late 1990s, she moved to Crystal Dynamics,[7] where she assisted Silicon Knights in the development of Blood Omen: Legacy of Kain. Later, she acted as the di"
"{'text': 'landing', 'lemma': 'land', 'start_token': 8, 'end_token': 8}",Eric Pierpoint,M,writers,land,"Pierpoint's onscreen career began in 1984, landing his first role in the film Windy City. Later that same year, he was cast in his first lead role in the short-lived television series Hot Pursuit, which was produced by Kenneth Johnson. He continued to appear in guest roles on TV series during the 1980s, including winning a recurring role on the six"
"{'text': 'landing', 'lemma': 'land', 'start_token': 24, 'end_token': 24}",Jim Florentine,M,writers,land,"In 2011, Florentine launched his weekly podcast called Comedy, Metal, Midgets. It is one of the most popular comedy podcasts landing in the top 20 every week.
"
"{'text': 'landed', 'lemma': 'land', 'start_token': 24, 'end_token': 24}",Jim Florentine,M,writers,land,"On October 25, 2011, Florentine released his stand-up CD on Metal Blade Records called Cringe N Purge.  It landed at #3 on the iTunes charts and #5 on the Comedy Billboard Charts.
"
